dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
yfcc-10M-u8-192-l2,baseline_beam4,baseline,0,4,542.453,542.453,0.0,10.362,0.832,0.7539999999999979,0.52662,0.832
yfcc-10M-u8-192-l2,baseline_beam8,baseline,0,8,690.506,690.506,0.0,14.218,0.914,0.8695999999999962,0.6726199999999988,0.914
yfcc-10M-u8-192-l2,baseline_beam16,baseline,0,16,940.936,940.936,0.0,21.693,0.952,0.9373999999999973,0.8103599999999997,0.952
yfcc-10M-u8-192-l2,baseline_beam32,baseline,0,32,1391.535,1391.535,0.0,37.236,0.981,0.9785999999999986,0.916000000000006,0.981
yfcc-10M-u8-192-l2,baseline_beam64,baseline,0,64,2166.424,2166.424,0.0,68.712,0.992,0.992099999999999,0.9700500000000064,0.992
yfcc-10M-u8-192-l2,baseline_beam96,baseline,0,96,2853.889,2853.889,0.0,100.483,0.997,0.9958999999999995,0.9857400000000037,0.997
yfcc-10M-u8-192-l2,baseline_beam144,baseline,0,144,3792.268,3792.268,0.0,148.204,0.998,0.9976999999999996,0.993190000000003,0.998
yfcc-10M-u8-192-l2,baseline_beam216,baseline,0,216,5062.23,5062.23,0.0,219.976,0.998,0.9985999999999998,0.996520000000002,0.998
yfcc-10M-u8-192-l2,baseline_beam324,baseline,0,324,6778.912,6778.912,0.0,327.725,0.999,0.9992999999999999,0.9983000000000011,0.999
yfcc-10M-u8-192-l2,baseline_beam486,baseline,0,486,9099.158,9099.158,0.0,489.493,1.0,0.9993999999999998,0.9991100000000006,1.0
yfcc-10M-u8-192-l2,baseline_beam729,baseline,0,729,12221.268,12221.268,0.0,732.247,1.0,0.9994999999999998,0.9995200000000003,1.0
yfcc-10M-u8-192-l2,baseline_beam1093,baseline,0,1093,16397.636,16397.636,0.0,1095.991,1.0,0.9994999999999998,0.9996700000000003,1.0
yfcc-10M-u8-192-l2,baseline_beam1639,baseline,0,1639,21980.036,21980.036,0.0,1641.867,1.0,0.9994999999999998,0.9997400000000002,1.0
yfcc-10M-u8-192-l2,baseline_beam2458,baseline,0,2458,29503.945,29503.945,0.0,2460.437,1.0,0.9996999999999999,0.9998000000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam3687,baseline,0,3687,39634.999,39634.999,0.0,3689.343,1.0,0.9996999999999999,0.9998400000000002,1.0
yfcc-10M-u8-192-l2,baseline_beam5530,baseline,0,5530,53179.009,53179.009,0.0,5531.928,1.0,0.9997999999999999,0.9998700000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam8295,baseline,0,8295,71087.776,71087.776,0.0,8296.572,1.0,0.9997999999999999,0.9998800000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam12442,baseline,0,12442,94640.509,94640.509,0.0,12443.271,1.0,0.9997999999999999,0.9998900000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam18663,baseline,0,18663,125530.665,125530.665,0.0,18664.029,1.0,0.9997999999999999,0.9998900000000001,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam4,cluster_centroid,50000,4,480.578,241.768,238.81,8.742,0.694,0.6120999999999993,0.3889999999999991,0.694
yfcc-10M-u8-192-l2,cluster_centroid_beam8,cluster_centroid,50000,8,618.437,337.214,281.223,12.419,0.8,0.7267999999999982,0.5132699999999998,0.8
yfcc-10M-u8-192-l2,cluster_centroid_beam16,cluster_centroid,50000,16,867.838,515.019,352.819,19.924,0.877,0.8277999999999964,0.6515499999999997,0.877
yfcc-10M-u8-192-l2,cluster_centroid_beam32,cluster_centroid,50000,32,1331.04,852.182,478.858,35.54,0.924,0.895499999999997,0.7794500000000015,0.924
yfcc-10M-u8-192-l2,cluster_centroid_beam64,cluster_centroid,50000,64,2141.397,1457.944,683.453,67.21,0.957,0.940799999999997,0.873130000000003,0.957
yfcc-10M-u8-192-l2,cluster_centroid_beam96,cluster_centroid,50000,96,2869.59,2013.599,855.991,99.04,0.972,0.9585999999999978,0.910730000000004,0.972
yfcc-10M-u8-192-l2,cluster_centroid_beam144,cluster_centroid,50000,144,3872.768,2792.75,1080.018,146.872,0.979,0.9712999999999976,0.9385400000000041,0.979
yfcc-10M-u8-192-l2,cluster_centroid_beam216,cluster_centroid,50000,216,5253.48,3884.414,1369.066,218.675,0.983,0.9792999999999977,0.9583600000000044,0.983
yfcc-10M-u8-192-l2,cluster_centroid_beam324,cluster_centroid,50000,324,7146.002,5404.833,1741.169,326.489,0.988,0.9847999999999982,0.9724000000000041,0.988
yfcc-10M-u8-192-l2,cluster_centroid_beam486,cluster_centroid,50000,486,9735.669,7518.491,2217.178,488.298,0.991,0.9886999999999989,0.9815200000000034,0.991
yfcc-10M-u8-192-l2,cluster_centroid_beam729,cluster_centroid,50000,729,13270.802,10447.832,2822.97,731.159,0.994,0.9923999999999993,0.9874400000000033,0.994
yfcc-10M-u8-192-l2,cluster_centroid_beam1093,cluster_centroid,50000,1093,18102.899,14517.853,3585.046,1094.956,0.995,0.9947999999999995,0.9913400000000027,0.995
yfcc-10M-u8-192-l2,cluster_centroid_beam1639,cluster_centroid,50000,1639,24655.587,20118.622,4536.965,1640.766,0.998,0.9962999999999997,0.9942600000000027,0.998
yfcc-10M-u8-192-l2,cluster_centroid_beam2458,cluster_centroid,50000,2458,33566.799,27836.73,5730.069,2459.755,1.0,0.9972999999999996,0.9959000000000022,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam3687,cluster_centroid,50000,3687,45649.729,38450.247,7199.482,3688.369,1.0,0.9978999999999997,0.9971100000000016,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam5530,cluster_centroid,50000,5530,61973.1,52966.607,9006.493,5531.167,1.0,0.9980999999999998,0.9979900000000013,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam8295,cluster_centroid,50000,8295,83878.65,72685.059,11193.591,8296.095,1.0,0.9985999999999997,0.9985000000000009,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam12442,cluster_centroid,50000,12442,112909.626,99133.631,13775.995,12442.729,1.0,0.9989999999999998,0.9988700000000008,1.0
