dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
fashion-mnist-784-euclidean,baseline_beam4,baseline,0,4,238.086,238.086,0.0,11.984,0.92,0.8603999999999944,0.5293499999999993,0.92
fashion-mnist-784-euclidean,baseline_beam8,baseline,0,8,287.147,287.147,0.0,15.664,0.964,0.9439999999999974,0.6732199999999993,0.964
fashion-mnist-784-euclidean,baseline_beam16,baseline,0,16,368.234,368.234,0.0,23.241,0.979,0.9769999999999989,0.8242499999999999,0.979
fashion-mnist-784-euclidean,baseline_beam32,baseline,0,32,502.111,502.111,0.0,38.877,0.989,0.9901999999999994,0.9370900000000062,0.989
fashion-mnist-784-euclidean,baseline_beam64,baseline,0,64,714.462,714.462,0.0,70.567,0.996,0.9969999999999996,0.9856900000000047,0.996
fashion-mnist-784-euclidean,baseline_beam96,baseline,0,96,890.503,890.503,0.0,102.343,0.997,0.9975999999999996,0.9942600000000026,0.997
fashion-mnist-784-euclidean,baseline_beam144,baseline,0,144,1118.045,1118.045,0.0,150.06,0.997,0.9982999999999997,0.9972800000000013,0.997
fashion-mnist-784-euclidean,baseline_beam216,baseline,0,216,1415.821,1415.821,0.0,221.789,0.998,0.9987999999999997,0.9984800000000009,0.998
fashion-mnist-784-euclidean,baseline_beam324,baseline,0,324,1801.231,1801.231,0.0,329.551,0.998,0.9990999999999999,0.9990400000000005,0.998
fashion-mnist-784-euclidean,baseline_beam486,baseline,0,486,2298.41,2298.41,0.0,491.277,0.999,0.9994999999999998,0.9993400000000003,0.999
fashion-mnist-784-euclidean,baseline_beam729,baseline,0,729,2939.918,2939.918,0.0,733.926,0.999,0.9996999999999999,0.9995700000000003,0.999
fashion-mnist-784-euclidean,baseline_beam1093,baseline,0,1093,3772.301,3772.301,0.0,1097.583,1.0,0.9997999999999999,0.9996400000000002,1.0
fashion-mnist-784-euclidean,baseline_beam1639,baseline,0,1639,4877.906,4877.906,0.0,1643.158,1.0,0.9997999999999999,0.9997000000000001,1.0
fashion-mnist-784-euclidean,baseline_beam2458,baseline,0,2458,6385.037,6385.037,0.0,2461.715,1.0,0.9997999999999999,0.9997800000000002,1.0
fashion-mnist-784-euclidean,cluster_centroid_beam4,cluster_centroid,15000,4,251.582,168.591,82.991,10.849,0.913,0.8059999999999962,0.42623000000000016,0.913
fashion-mnist-784-euclidean,cluster_centroid_beam8,cluster_centroid,15000,8,298.739,205.4,93.339,14.5,0.958,0.9065999999999953,0.56276,0.958
fashion-mnist-784-euclidean,cluster_centroid_beam16,cluster_centroid,15000,16,379.954,269.487,110.467,22.146,0.982,0.9679999999999975,0.7314099999999989,0.982
fashion-mnist-784-euclidean,cluster_centroid_beam32,cluster_centroid,15000,32,512.878,375.209,137.669,37.691,0.986,0.9872999999999986,0.8804299999999998,0.986
fashion-mnist-784-euclidean,cluster_centroid_beam64,cluster_centroid,15000,64,726.538,545.731,180.807,69.371,0.993,0.9946999999999994,0.9654200000000082,0.993
fashion-mnist-784-euclidean,cluster_centroid_beam96,cluster_centroid,15000,96,905.769,689.436,216.333,101.137,0.993,0.9960999999999995,0.9866700000000048,0.993
fashion-mnist-784-euclidean,cluster_centroid_beam144,cluster_centroid,15000,144,1139.615,876.935,262.68,148.955,0.995,0.9970999999999995,0.9943700000000026,0.995
fashion-mnist-784-euclidean,cluster_centroid_beam216,cluster_centroid,15000,216,1443.271,1120.476,322.795,220.759,0.996,0.9980999999999995,0.9974600000000013,0.996
fashion-mnist-784-euclidean,cluster_centroid_beam324,cluster_centroid,15000,324,1838.241,1438.166,400.075,328.414,0.997,0.9986999999999997,0.9985200000000009,0.997
fashion-mnist-784-euclidean,cluster_centroid_beam486,cluster_centroid,15000,486,2351.164,1850.957,500.207,490.153,0.998,0.9990999999999998,0.9989600000000007,0.998
fashion-mnist-784-euclidean,cluster_centroid_beam729,cluster_centroid,15000,729,3015.439,2385.549,629.89,732.879,0.998,0.9991999999999999,0.9992700000000004,0.998
fashion-mnist-784-euclidean,cluster_centroid_beam1093,cluster_centroid,15000,1093,3874.725,3076.636,798.089,1096.576,0.998,0.9994999999999998,0.9994800000000004,0.998
fashion-mnist-784-euclidean,cluster_centroid_beam1639,cluster_centroid,15000,1639,5008.292,3987.698,1020.594,1642.236,0.998,0.9994999999999998,0.9995800000000002,0.998
fashion-mnist-784-euclidean,cluster_centroid_beam2458,cluster_centroid,15000,2458,6535.491,5212.987,1322.504,2460.733,0.998,0.9995999999999999,0.9996400000000002,0.998
