dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
nytimes-256-angular,baseline_beam4,baseline,0,4,219.5,219.5,0.0,8.44,0.382,0.3407999999999996,0.18181999999999987,0.382
nytimes-256-angular,baseline_beam8,baseline,0,8,349.308,349.308,0.0,14.078,0.564,0.4923999999999996,0.27582,0.564
nytimes-256-angular,baseline_beam16,baseline,0,16,549.962,549.962,0.0,23.26,0.674,0.6060000000000001,0.3733600000000002,0.674
nytimes-256-angular,baseline_beam32,baseline,0,32,886.536,886.536,0.0,39.068,0.776,0.7034000000000004,0.4779399999999998,0.776
nytimes-256-angular,baseline_beam64,baseline,0,64,1519.878,1519.878,0.0,69.894,0.87,0.8033999999999997,0.6069999999999998,0.87
nytimes-256-angular,cluster_centroid_beam4,cluster_centroid,3000,4,222.438,151.174,71.264,7.378,0.468,0.38879999999999987,0.18843999999999989,0.468
nytimes-256-angular,cluster_centroid_beam8,cluster_centroid,3000,8,333.174,236.134,97.04,12.226,0.598,0.5076,0.26130000000000003,0.598
nytimes-256-angular,cluster_centroid_beam16,cluster_centroid,3000,16,526.174,384.78,141.394,21.066,0.708,0.6129999999999994,0.3513199999999999,0.708
nytimes-256-angular,cluster_centroid_beam32,cluster_centroid,3000,32,861.418,643.668,217.75,37.03,0.808,0.7127999999999987,0.45368000000000014,0.808
nytimes-256-angular,cluster_centroid_beam64,cluster_centroid,3000,64,1484.298,1127.056,357.242,68.022,0.88,0.8053999999999993,0.5793199999999998,0.88
