dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
fashion-mnist-784-euclidean,baseline_beam4,baseline,0,4,238.086,238.086,0.0,11.984,0.92,0.8603999999999944,0.5293499999999993,0.92
fashion-mnist-784-euclidean,baseline_beam8,baseline,0,8,287.147,287.147,0.0,15.664,0.964,0.9439999999999974,0.6732199999999993,0.964
fashion-mnist-784-euclidean,baseline_beam16,baseline,0,16,368.234,368.234,0.0,23.241,0.979,0.9769999999999989,0.8242499999999999,0.979
fashion-mnist-784-euclidean,baseline_beam32,baseline,0,32,502.111,502.111,0.0,38.877,0.989,0.9901999999999994,0.9370900000000062,0.989
fashion-mnist-784-euclidean,baseline_beam64,baseline,0,64,714.462,714.462,0.0,70.567,0.996,0.9969999999999996,0.9856900000000047,0.996
fashion-mnist-784-euclidean,baseline_beam96,baseline,0,96,890.503,890.503,0.0,102.343,0.997,0.9975999999999996,0.9942600000000026,0.997
fashion-mnist-784-euclidean,baseline_beam144,baseline,0,144,1118.045,1118.045,0.0,150.06,0.997,0.9982999999999997,0.9972800000000013,0.997
fashion-mnist-784-euclidean,baseline_beam216,baseline,0,216,1415.821,1415.821,0.0,221.789,0.998,0.9987999999999997,0.9984800000000009,0.998
fashion-mnist-784-euclidean,baseline_beam324,baseline,0,324,1801.231,1801.231,0.0,329.551,0.998,0.9990999999999999,0.9990400000000005,0.998
fashion-mnist-784-euclidean,baseline_beam486,baseline,0,486,2298.41,2298.41,0.0,491.277,0.999,0.9994999999999998,0.9993400000000003,0.999
fashion-mnist-784-euclidean,baseline_beam729,baseline,0,729,2939.918,2939.918,0.0,733.926,0.999,0.9996999999999999,0.9995700000000003,0.999
fashion-mnist-784-euclidean,baseline_beam1093,baseline,0,1093,3772.301,3772.301,0.0,1097.583,1.0,0.9997999999999999,0.9996400000000002,1.0
fashion-mnist-784-euclidean,baseline_beam1639,baseline,0,1639,4877.906,4877.906,0.0,1643.158,1.0,0.9997999999999999,0.9997000000000001,1.0
fashion-mnist-784-euclidean,baseline_beam2458,baseline,0,2458,6385.037,6385.037,0.0,2461.715,1.0,0.9997999999999999,0.9997800000000002,1.0
fashion-mnist-784-euclidean,cluster_centroid_beam4,cluster_centroid,9000,4,252.474,183.248,69.226,10.783,0.907,0.8131999999999954,0.45974999999999927,0.907
fashion-mnist-784-euclidean,cluster_centroid_beam8,cluster_centroid,9000,8,299.583,222.751,76.832,14.418,0.959,0.9135999999999944,0.5959699999999989,0.959
fashion-mnist-784-euclidean,cluster_centroid_beam16,cluster_centroid,9000,16,380.937,291.715,89.222,21.996,0.98,0.9654999999999976,0.7595499999999996,0.98
fashion-mnist-784-euclidean,cluster_centroid_beam32,cluster_centroid,9000,32,515.522,406.609,108.913,37.693,0.989,0.9883999999999988,0.8991100000000013,0.989
fashion-mnist-784-euclidean,cluster_centroid_beam64,cluster_centroid,9000,64,727.754,588.485,139.269,69.302,0.993,0.9936999999999994,0.9720300000000072,0.993
fashion-mnist-784-euclidean,cluster_centroid_beam96,cluster_centroid,9000,96,902.725,739.127,163.598,101.032,0.994,0.9954999999999994,0.9880900000000039,0.994
fashion-mnist-784-euclidean,cluster_centroid_beam144,cluster_centroid,9000,144,1133.146,937.718,195.428,148.81,0.995,0.9965999999999995,0.9949700000000028,0.995
fashion-mnist-784-euclidean,cluster_centroid_beam216,cluster_centroid,9000,216,1430.677,1194.811,235.866,220.555,0.995,0.9970999999999995,0.9969400000000016,0.995
fashion-mnist-784-euclidean,cluster_centroid_beam324,cluster_centroid,9000,324,1820.212,1531.836,288.376,328.306,0.995,0.9973999999999996,0.997990000000001,0.995
fashion-mnist-784-euclidean,cluster_centroid_beam486,cluster_centroid,9000,486,2321.752,1966.502,355.25,490.016,0.996,0.9977999999999996,0.998450000000001,0.996
fashion-mnist-784-euclidean,cluster_centroid_beam729,cluster_centroid,9000,729,2969.938,2529.088,440.85,732.708,0.997,0.9983999999999997,0.9988400000000006,0.997
fashion-mnist-784-euclidean,cluster_centroid_beam1093,cluster_centroid,9000,1093,3808.522,3257.658,550.864,1096.402,0.998,0.9988999999999999,0.9991400000000006,0.998
fashion-mnist-784-euclidean,cluster_centroid_beam1639,cluster_centroid,9000,1639,4911.765,4215.21,696.555,1641.999,0.998,0.9989999999999999,0.9992300000000005,0.998
fashion-mnist-784-euclidean,cluster_centroid_beam2458,cluster_centroid,9000,2458,6410.557,5515.684,894.873,2460.505,0.998,0.9990999999999999,0.9992600000000005,0.998
