dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
yfcc-10M-u8-192-l2,baseline_beam4,baseline,0,4,542.453,542.453,0.0,10.362,0.832,0.7539999999999979,0.52662,0.832
yfcc-10M-u8-192-l2,baseline_beam8,baseline,0,8,690.506,690.506,0.0,14.218,0.914,0.8695999999999962,0.6726199999999988,0.914
yfcc-10M-u8-192-l2,baseline_beam16,baseline,0,16,940.936,940.936,0.0,21.693,0.952,0.9373999999999973,0.8103599999999997,0.952
yfcc-10M-u8-192-l2,baseline_beam32,baseline,0,32,1391.535,1391.535,0.0,37.236,0.981,0.9785999999999986,0.916000000000006,0.981
yfcc-10M-u8-192-l2,baseline_beam64,baseline,0,64,2166.424,2166.424,0.0,68.712,0.992,0.992099999999999,0.9700500000000064,0.992
yfcc-10M-u8-192-l2,baseline_beam96,baseline,0,96,2853.889,2853.889,0.0,100.483,0.997,0.9958999999999995,0.9857400000000037,0.997
yfcc-10M-u8-192-l2,baseline_beam144,baseline,0,144,3792.268,3792.268,0.0,148.204,0.998,0.9976999999999996,0.993190000000003,0.998
yfcc-10M-u8-192-l2,baseline_beam216,baseline,0,216,5062.23,5062.23,0.0,219.976,0.998,0.9985999999999998,0.996520000000002,0.998
yfcc-10M-u8-192-l2,baseline_beam324,baseline,0,324,6778.912,6778.912,0.0,327.725,0.999,0.9992999999999999,0.9983000000000011,0.999
yfcc-10M-u8-192-l2,baseline_beam486,baseline,0,486,9099.158,9099.158,0.0,489.493,1.0,0.9993999999999998,0.9991100000000006,1.0
yfcc-10M-u8-192-l2,baseline_beam729,baseline,0,729,12221.268,12221.268,0.0,732.247,1.0,0.9994999999999998,0.9995200000000003,1.0
yfcc-10M-u8-192-l2,baseline_beam1093,baseline,0,1093,16397.636,16397.636,0.0,1095.991,1.0,0.9994999999999998,0.9996700000000003,1.0
yfcc-10M-u8-192-l2,baseline_beam1639,baseline,0,1639,21980.036,21980.036,0.0,1641.867,1.0,0.9994999999999998,0.9997400000000002,1.0
yfcc-10M-u8-192-l2,baseline_beam2458,baseline,0,2458,29503.945,29503.945,0.0,2460.437,1.0,0.9996999999999999,0.9998000000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam3687,baseline,0,3687,39634.999,39634.999,0.0,3689.343,1.0,0.9996999999999999,0.9998400000000002,1.0
yfcc-10M-u8-192-l2,baseline_beam5530,baseline,0,5530,53179.009,53179.009,0.0,5531.928,1.0,0.9997999999999999,0.9998700000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam8295,baseline,0,8295,71087.776,71087.776,0.0,8296.572,1.0,0.9997999999999999,0.9998800000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam12442,baseline,0,12442,94640.509,94640.509,0.0,12443.271,1.0,0.9997999999999999,0.9998900000000001,1.0
yfcc-10M-u8-192-l2,baseline_beam18663,baseline,0,18663,125530.665,125530.665,0.0,18664.029,1.0,0.9997999999999999,0.9998900000000001,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam4,cluster_centroid,150000,4,480.726,165.109,315.617,9.002,0.72,0.5926999999999997,0.3370099999999997,0.72
yfcc-10M-u8-192-l2,cluster_centroid_beam8,cluster_centroid,150000,8,615.007,240.043,374.964,12.71,0.811,0.7257999999999979,0.4661799999999999,0.811
yfcc-10M-u8-192-l2,cluster_centroid_beam16,cluster_centroid,150000,16,857.922,378.922,479.0,20.245,0.885,0.8299999999999972,0.6162600000000006,0.885
yfcc-10M-u8-192-l2,cluster_centroid_beam32,cluster_centroid,150000,32,1297.475,637.796,659.679,35.871,0.938,0.9042999999999977,0.7608000000000006,0.938
yfcc-10M-u8-192-l2,cluster_centroid_beam64,cluster_centroid,150000,64,2068.218,1108.323,959.895,67.502,0.976,0.9489999999999976,0.8684200000000031,0.976
yfcc-10M-u8-192-l2,cluster_centroid_beam96,cluster_centroid,150000,96,2761.179,1544.251,1216.928,99.306,0.982,0.9671999999999982,0.9126200000000039,0.982
yfcc-10M-u8-192-l2,cluster_centroid_beam144,cluster_centroid,150000,144,3707.322,2152.346,1554.976,147.11,0.989,0.9781999999999981,0.9431300000000037,0.989
yfcc-10M-u8-192-l2,cluster_centroid_beam216,cluster_centroid,150000,216,5010.621,3005.348,2005.273,218.925,0.995,0.9870999999999985,0.9637900000000037,0.995
yfcc-10M-u8-192-l2,cluster_centroid_beam324,cluster_centroid,150000,324,6787.529,4192.63,2594.899,326.701,0.997,0.9913999999999988,0.9777000000000047,0.997
yfcc-10M-u8-192-l2,cluster_centroid_beam486,cluster_centroid,150000,486,9220.607,5853.092,3367.515,488.512,0.998,0.9937999999999991,0.9855200000000033,0.998
yfcc-10M-u8-192-l2,cluster_centroid_beam729,cluster_centroid,150000,729,12541.89,8166.909,4374.981,731.304,0.999,0.9959999999999996,0.9907000000000026,0.999
yfcc-10M-u8-192-l2,cluster_centroid_beam1093,cluster_centroid,150000,1093,17051.098,11369.037,5682.061,1095.105,0.999,0.9973999999999996,0.9941700000000024,0.999
yfcc-10M-u8-192-l2,cluster_centroid_beam1639,cluster_centroid,150000,1639,23183.152,15810.298,7372.854,1640.896,0.999,0.9987999999999998,0.996350000000002,0.999
yfcc-10M-u8-192-l2,cluster_centroid_beam2458,cluster_centroid,150000,2458,31514.172,21957.675,9556.497,2459.711,1.0,0.9992999999999999,0.9976200000000015,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam3687,cluster_centroid,150000,3687,42852.462,30490.881,12361.581,3688.478,1.0,0.9993999999999998,0.998360000000001,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam5530,cluster_centroid,150000,5530,58183.068,42242.966,15940.102,5531.239,1.0,0.9996999999999999,0.9988800000000008,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam8295,cluster_centroid,150000,8295,78791.038,58323.646,20467.392,8296.035,1.0,0.9997999999999999,0.9991300000000006,1.0
yfcc-10M-u8-192-l2,cluster_centroid_beam12442,cluster_centroid,150000,12442,106325.347,80212.389,26112.958,12442.827,1.0,0.9997999999999999,0.9993700000000004,1.0
